location,year,plot,block,variety,inoculum,inocType,isolate,dt,odate,dap,syInc_dy,syinc_cum,myInc_obs,myInc_cum,myInc_dy,incAll4_dy,incAll4_cum,incAll4_obs,syInc_obs,germ_dy/dt,sy_dy/dt,can_cover
Marianna,2020,205,4,GA06G,Scl-JA25,Scl,JAMA225,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,55.49450549
Marianna,2020,205,4,GA06G,Scl-JA25,Scl,JAMA225,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,86.26373626
Marianna,2020,205,4,GA06G,Scl-JA25,Scl,JAMA225,14,8/7/2020,73,0,0,5,5,5,5,5,5,0,0.357142857,0,97
Marianna,2020,205,4,GA06G,Scl-JA25,Scl,JAMA225,14,8/21/2020,87,0,0,5,10,5,5,10,5,0,0.357142857,0,100
Marianna,2020,205,4,GA06G,Scl-JA25,Scl,JAMA225,14,9/4/2020,101,0,0,0,10,0,0,10,0,0,0,0,100
Marianna,2020,205,4,GA06G,Scl-JA25,Scl,JAMA225,45,10/19/2020,146,20,20,0,10,0,20,30,20,20,0,0.444444444,100
Marianna,2020,206,4,GA06G,Scl-MA22,Scl,MA22,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,61.53846154
Marianna,2020,206,4,GA06G,Scl-MA22,Scl,MA22,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,95.6043956
Marianna,2020,206,1,GA06G,Scl-MA22,Scl,MA22,14,8/7/2020,73,0,0,0,0,0,0,0,0,0,0,0,98
Marianna,2020,206,1,GA06G,Scl-MA22,Scl,MA22,14,8/21/2020,87,0,0,5,5,5,5,5,5,0,0.357142857,0,100
Marianna,2020,206,1,GA06G,Scl-MA22,Scl,MA22,14,9/4/2020,101,0,0,0,5,0,0,5,0,0,0,0,100
Marianna,2020,206,1,GA06G,Scl-MA22,Scl,MA22,45,10/19/2020,146,0,0,0,5,0,0,5,0,0,0,0,100
Marianna,2020,207,1,GA06G,Grn-JA25,Grn,JAMA225,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,56.04395604
Marianna,2020,207,1,GA06G,Grn-JA25,Grn,JAMA225,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,87.36263736
Marianna,2020,207,1,GA06G,Grn-JA25,Grn,JAMA225,14,8/7/2020,73,0,0,0,0,0,0,0,0,0,0,0,95
Marianna,2020,207,1,GA06G,Grn-JA25,Grn,JAMA225,14,8/21/2020,87,0,0,0,0,0,0,0,0,0,0,0,100
Marianna,2020,207,1,GA06G,Grn-JA25,Grn,JAMA225,14,9/4/2020,101,0,0,0,0,0,0,0,0,0,0,0,100
Marianna,2020,207,1,GA06G,Grn-JA25,Grn,JAMA225,45,10/19/2020,146,10,10,0,0,0,10,10,10,10,0,0.222222222,100
Marianna,2020,208,1,GA06G,Scl-LE48,Scl,LE48,44,7/9/2020,44,0,0,5,5,5,5,5,5,0,0.113636364,0,47.25274725
Marianna,2020,208,1,GA06G,Scl-LE48,Scl,LE48,15,7/24/2020,59,0,0,0,5,0,0,5,0,0,0,0,75.82417582
Marianna,2020,208,1,GA06G,Scl-LE48,Scl,LE48,14,8/7/2020,73,0,0,0,5,0,0,5,0,0,0,0,97
Marianna,2020,208,1,GA06G,Scl-LE48,Scl,LE48,14,8/21/2020,87,0,0,5,10,5,5,10,5,0,0.357142857,0,100
Marianna,2020,208,1,GA06G,Scl-LE48,Scl,LE48,14,9/4/2020,101,0,0,0,10,0,0,10,0,0,0,0,100
Marianna,2020,208,1,GA06G,Scl-LE48,Scl,LE48,45,10/19/2020,146,10,10,0,10,0,10,20,10,10,0,0.222222222,100
Marianna,2020,209,2,TUF297,Grn-JA25,Grn,JAMA225,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,42.30769231
Marianna,2020,209,2,TUF297,Grn-JA25,Grn,JAMA225,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,71.97802198
Marianna,2020,209,2,TUF297,Grn-JA25,Grn,JAMA225,14,8/7/2020,73,0,0,5,5,5,5,5,5,0,0.357142857,0,100
Marianna,2020,209,2,TUF297,Grn-JA25,Grn,JAMA225,14,8/21/2020,87,0,0,5,10,5,5,10,5,0,0.357142857,0,100
Marianna,2020,209,2,TUF297,Grn-JA25,Grn,JAMA225,14,9/4/2020,101,5,5,5,15,5,5,15,10,5,0.357142857,0.357142857,100
Marianna,2020,209,2,TUF297,Grn-JA25,Grn,JAMA225,45,10/19/2020,146,10,15,0,15,0,5,20,15,15,0,0.222222222,100
Marianna,2020,210,2,TUF297,Control,Con,0,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,40.10989011
Marianna,2020,210,2,TUF297,Control,Con,0,15,7/24/2020,59,0,0,15,15,15,15,15,15,0,1,0,79.12087912
Marianna,2020,210,2,TUF297,Control,Con,0,14,8/7/2020,73,0,0,5,15,0,0,15,5,0,0,0,97
Marianna,2020,210,2,TUF297,Control,Con,0,14,8/21/2020,87,0,0,15,25,10,10,25,15,0,0.714285714,0,100
Marianna,2020,210,2,TUF297,Control,Con,0,14,9/4/2020,101,15,15,5,25,0,5,30,20,15,0,1.071428571,100
Marianna,2020,210,2,TUF297,Control,Con,0,45,10/19/2020,146,10,25,0,25,0,5,35,10,10,0,0.222222222,100
Marianna,2020,211,2,TUF297,Grn-LE48,Grn,LE48,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,38.46153846
Marianna,2020,211,2,TUF297,Grn-LE48,Grn,LE48,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,70.87912088
Marianna,2020,211,2,TUF297,Grn-LE48,Grn,LE48,14,8/7/2020,73,0,0,0,0,0,0,0,0,0,0,0,100
Marianna,2020,211,2,TUF297,Grn-LE48,Grn,LE48,14,8/21/2020,87,0,0,15,15,15,15,15,15,0,1.071428571,0,100
Marianna,2020,211,3,TUF297,Grn-LE48,Grn,LE48,14,9/4/2020,101,10,10,5,20,5,5,20,10,10,0.357142857,0.714285714,100
Marianna,2020,211,3,TUF297,Grn-LE48,Grn,LE48,45,10/19/2020,146,15,25,0,20,0,15,35,20,20,0,0.333333333,100
Marianna,2020,212,3,TUF297,Scl-LE48,Scl,LE48,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,43.40659341
Marianna,2020,212,3,TUF297,Scl-LE48,Scl,LE48,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,79.67032967
Marianna,2020,212,3,TUF297,Scl-LE48,Scl,LE48,14,8/7/2020,73,5,5,10,10,10,10,10,10,5,0.714285714,0.357142857,95
Marianna,2020,212,3,TUF297,Scl-LE48,Scl,LE48,14,8/21/2020,87,0,5,10,15,5,5,15,10,0,0.357142857,0,100
Marianna,2020,212,3,TUF297,Scl-LE48,Scl,LE48,14,9/4/2020,101,0,5,5,15,0,0,15,5,0,0,0,100
Marianna,2020,212,3,TUF297,Scl-LE48,Scl,LE48,45,10/19/2020,146,5,10,0,15,0,5,20,10,10,0,0.111111111,100
Marianna,2020,213,3,TUF297,Cont-Grn,G_c,0,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,48.35164835
Marianna,2020,213,3,TUF297,Cont-Grn,G_c,0,15,7/24/2020,59,0,0,25,25,25,25,25,25,0,1.666666667,0,83.51648352
Marianna,2020,213,3,TUF297,Cont-Grn,G_c,0,14,8/7/2020,73,30,30,45,50,25,25,50,45,30,1.785714286,2.142857143,99
Marianna,2020,213,3,TUF297,Cont-Grn,G_c,0,14,8/21/2020,87,25,55,55,85,35,35,85,55,40,2.5,1.785714286,100
Marianna,2020,213,3,TUF297,Cont-Grn,G_c,0,14,9/4/2020,101,10,65,0,85,0,0,85,55,55,0,0.714285714,100
Marianna,2020,213,3,TUF297,Cont-Grn,G_c,0,45,10/19/2020,146,10,75,0,85,0,5,90,25,25,0,0.222222222,100
Marianna,2020,214,3,TUF297,Scl-MA22,Scl,MA22,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,47.25274725
Marianna,2020,214,3,TUF297,Scl-MA22,Scl,MA22,15,7/24/2020,59,0,0,5,5,5,5,5,5,0,0.333333333,0,85.16483516
Marianna,2020,214,4,TUF297,Scl-MA22,Scl,MA22,14,8/7/2020,73,0,0,10,15,10,10,15,10,0,0.714285714,0,99
Marianna,2020,214,4,TUF297,Scl-MA22,Scl,MA22,14,8/21/2020,87,0,0,5,15,0,0,15,5,0,0,0,100
Marianna,2020,214,4,TUF297,Scl-MA22,Scl,MA22,14,9/4/2020,101,10,10,5,20,5,10,25,10,10,0.357142857,0.714285714,100
Marianna,2020,214,4,TUF297,Scl-MA22,Scl,MA22,45,10/19/2020,146,5,15,0,20,0,5,30,10,10,0,0.111111111,100
Marianna,2020,215,4,TUF297,Scl-JA25,Scl,JAMA225,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,47.8021978
Marianna,2020,215,4,TUF297,Scl-JA25,Scl,JAMA225,15,7/24/2020,59,0,0,15,15,15,15,15,15,0,1,0,79.12087912
Marianna,2020,215,4,TUF297,Scl-JA25,Scl,JAMA225,14,8/7/2020,73,5,5,15,20,5,5,20,15,5,0.357142857,0.357142857,97
Marianna,2020,215,4,TUF297,Scl-JA25,Scl,JAMA225,14,8/21/2020,87,10,15,25,30,10,10,30,25,15,0.714285714,0.714285714,100
Marianna,2020,215,4,TUF297,Scl-JA25,Scl,JAMA225,14,9/4/2020,101,30,45,5,35,5,25,55,45,40,0.357142857,2.142857143,100
Marianna,2020,215,4,TUF297,Scl-JA25,Scl,JAMA225,45,10/19/2020,146,5,50,0,35,0,0,55,10,10,0,0.111111111,100
Marianna,2020,216,4,TUF297,Grn-MA22,Grn,MA22,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,45.6043956
Marianna,2020,216,4,TUF297,Grn-MA22,Grn,MA22,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,78.02197802
Marianna,2020,216,4,TUF297,Grn-MA22,Grn,MA22,14,8/7/2020,73,0,0,0,0,0,0,0,0,0,0,0,95
Marianna,2020,216,4,TUF297,Grn-MA22,Grn,MA22,14,8/21/2020,87,0,0,0,0,0,0,0,0,0,0,0,100
Marianna,2020,216,4,TUF297,Grn-MA22,Grn,MA22,14,9/4/2020,101,15,15,0,0,0,15,15,15,15,0,1.071428571,100
Marianna,2020,216,4,TUF297,Grn-MA22,Grn,MA22,45,10/19/2020,146,5,20,0,0,0,5,20,5,5,0,0.111111111,100
Marianna,2020,301,1,GA06G,Control,Con,0,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,48.9010989
Marianna,2020,301,1,GA06G,Control,Con,0,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,84.06593407
Marianna,2020,301,1,GA06G,Control,Con,0,14,8/7/2020,73,0,0,0,0,0,0,0,0,0,0,0,96
Marianna,2020,301,1,GA06G,Control,Con,0,14,8/21/2020,87,0,0,5,5,5,5,5,5,0,0.357142857,0,100
Marianna,2020,301,1,GA06G,Control,Con,0,14,9/4/2020,101,0,0,0,5,0,0,5,0,0,0,0,100
Marianna,2020,301,1,GA06G,Control,Con,0,45,10/19/2020,146,10,10,0,5,0,10,15,10,10,0,0.222222222,100
Marianna,2020,302,1,GA06G,Cont-Grn,G_c,0,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,46.15384615
Marianna,2020,302,1,GA06G,Cont-Grn,G_c,0,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,84.06593407
Marianna,2020,302,1,GA06G,Cont-Grn,G_c,0,14,8/7/2020,73,0,0,0,0,0,0,0,0,0,0,0,100
Marianna,2020,302,1,GA06G,Cont-Grn,G_c,0,14,8/21/2020,87,0,0,5,5,5,5,5,5,0,0.357142857,0,100
Marianna,2020,302,1,GA06G,Cont-Grn,G_c,0,14,9/4/2020,101,0,0,0,5,0,0,5,0,0,0,0,100
Marianna,2020,302,1,GA06G,Cont-Grn,G_c,0,45,10/19/2020,146,15,15,0,5,0,15,20,15,15,0,0.333333333,100
Marianna,2020,303,1,GA06G,Grn-LE48,Grn,LE48,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,45.6043956
Marianna,2020,303,1,GA06G,Grn-LE48,Grn,LE48,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,75.82417582
Marianna,2020,303,1,GA06G,Grn-LE48,Grn,LE48,14,8/7/2020,73,0,0,0,0,0,0,0,0,0,0,0,96
Marianna,2020,303,1,GA06G,Grn-LE48,Grn,LE48,14,8/21/2020,87,0,0,5,5,5,5,5,5,0,0.357142857,0,100
Marianna,2020,303,2,GA06G,Grn-LE48,Grn,LE48,14,9/4/2020,101,0,0,0,5,0,0,5,0,0,0,0,100
Marianna,2020,303,2,GA06G,Grn-LE48,Grn,LE48,45,10/19/2020,146,15,15,0,5,0,15,20,15,15,0,0.333333333,100
Marianna,2020,304,2,GA06G,Scl-MA22,Scl,MA22,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,53.84615385
Marianna,2020,304,2,GA06G,Scl-MA22,Scl,MA22,15,7/24/2020,59,0,0,15,15,15,15,15,15,0,1,0,90.10989011
Marianna,2020,304,2,GA06G,Scl-MA22,Scl,MA22,14,8/7/2020,73,5,5,15,25,10,10,25,15,5,0.714285714,0.357142857,98
Marianna,2020,304,2,GA06G,Scl-MA22,Scl,MA22,14,8/21/2020,87,0,5,35,55,30,30,55,35,0,2.142857143,0,100
Marianna,2020,304,2,GA06G,Scl-MA22,Scl,MA22,14,9/4/2020,101,35,40,5,55,0,10,65,40,40,0,2.5,100
Marianna,2020,304,2,GA06G,Scl-MA22,Scl,MA22,45,10/19/2020,146,10,50,0,55,0,5,70,20,20,0,0.222222222,100
Marianna,2020,305,2,GA06G,Grn-JA25,Grn,JAMA225,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,53.2967033
Marianna,2020,305,2,GA06G,Grn-JA25,Grn,JAMA225,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,81.86813187
Marianna,2020,305,2,GA06G,Grn-JA25,Grn,JAMA225,14,8/7/2020,73,0,0,0,0,0,0,0,0,0,0,0,100
Marianna,2020,305,2,GA06G,Grn-JA25,Grn,JAMA225,14,8/21/2020,87,0,0,5,5,5,5,5,5,0,0.357142857,0,100
Marianna,2020,305,2,GA06G,Grn-JA25,Grn,JAMA225,14,9/4/2020,101,5,5,5,10,5,5,10,5,5,0.357142857,0.357142857,100
Marianna,2020,305,2,GA06G,Grn-JA25,Grn,JAMA225,45,10/19/2020,146,10,15,0,10,0,10,20,10,10,0,0.222222222,100
Marianna,2020,306,2,GA06G,Scl-JA25,Scl,JAMA225,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,56.04395604
Marianna,2020,306,2,GA06G,Scl-JA25,Scl,JAMA225,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,92.30769231
Marianna,2020,306,3,GA06G,Scl-JA25,Scl,JAMA225,14,8/7/2020,73,0,0,5,5,5,5,5,5,0,0.357142857,0,99
Marianna,2020,306,3,GA06G,Scl-JA25,Scl,JAMA225,14,8/21/2020,87,0,0,15,20,15,15,20,15,0,1.071428571,0,100
Marianna,2020,306,3,GA06G,Scl-JA25,Scl,JAMA225,14,9/4/2020,101,15,15,0,20,0,10,30,15,15,0,1.071428571,100
Marianna,2020,306,3,GA06G,Scl-JA25,Scl,JAMA225,45,10/19/2020,146,10,25,0,20,0,10,40,20,20,0,0.222222222,100
Marianna,2020,307,3,GA06G,Scl-LE48,Scl,LE48,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,57.14285714
Marianna,2020,307,3,GA06G,Scl-LE48,Scl,LE48,15,7/24/2020,59,0,0,5,5,5,5,5,5,0,0.333333333,0,93.95604396
Marianna,2020,307,3,GA06G,Scl-LE48,Scl,LE48,14,8/7/2020,73,0,0,10,10,5,5,10,10,0,0.357142857,0,97
Marianna,2020,307,3,GA06G,Scl-LE48,Scl,LE48,14,8/21/2020,87,0,0,10,15,5,5,15,10,0,0.357142857,0,100
Marianna,2020,307,3,GA06G,Scl-LE48,Scl,LE48,14,9/4/2020,101,15,15,0,15,0,15,30,15,15,0,1.071428571,100
Marianna,2020,307,3,GA06G,Scl-LE48,Scl,LE48,45,10/19/2020,146,0,15,0,15,0,0,30,5,5,0,0,100
Marianna,2020,308,3,GA06G,Grn-MA22,Grn,MA22,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,54.94505495
Marianna,2020,308,3,GA06G,Grn-MA22,Grn,MA22,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,82.96703297
Marianna,2020,308,3,GA06G,Grn-MA22,Grn,MA22,14,8/7/2020,73,0,0,0,0,0,0,0,0,0,0,0,98
Marianna,2020,308,3,GA06G,Grn-MA22,Grn,MA22,14,8/21/2020,87,0,0,0,0,0,0,0,0,0,0,0,100
Marianna,2020,308,3,GA06G,Grn-MA22,Grn,MA22,14,9/4/2020,101,5,5,0,0,0,5,5,5,5,0,0.357142857,100
Marianna,2020,308,3,GA06G,Grn-MA22,Grn,MA22,45,10/19/2020,146,0,5,0,0,0,0,5,0,0,0,0,100
Marianna,2020,309,4,TUF297,Cont-Grn,G_c,0,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,27.47252747
Marianna,2020,309,4,TUF297,Cont-Grn,G_c,0,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,48.9010989
Marianna,2020,309,4,TUF297,Cont-Grn,G_c,0,14,8/7/2020,73,0,0,0,0,0,0,0,0,0,0,0,97
Marianna,2020,309,4,TUF297,Cont-Grn,G_c,0,14,8/21/2020,87,0,0,5,5,5,5,5,5,0,0.357142857,0,100
Marianna,2020,309,4,TUF297,Cont-Grn,G_c,0,14,9/4/2020,101,0,0,0,5,0,0,5,0,0,0,0,100
Marianna,2020,309,4,TUF297,Cont-Grn,G_c,0,45,10/19/2020,146,10,10,0,5,0,10,15,10,10,0,0.222222222,100
Marianna,2020,310,4,TUF297,Scl-LE48,Scl,LE48,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,50.54945055
Marianna,2020,310,4,TUF297,Scl-LE48,Scl,LE48,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,71.97802198
Marianna,2020,310,4,TUF297,Scl-LE48,Scl,LE48,14,8/7/2020,73,0,0,5,5,5,5,5,5,0,0.357142857,0,99
Marianna,2020,310,4,TUF297,Scl-LE48,Scl,LE48,14,8/21/2020,87,5,5,5,10,5,10,15,10,5,0.357142857,0.357142857,100
Marianna,2020,310,4,TUF297,Scl-LE48,Scl,LE48,14,9/4/2020,101,0,5,5,15,5,5,20,5,0,0.357142857,0,100
Marianna,2020,310,4,TUF297,Scl-LE48,Scl,LE48,45,10/19/2020,146,20,25,0,15,0,10,30,20,20,0,0.444444444,100
Marianna,2020,311,4,TUF297,Control,Con,0,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,38.46153846
Marianna,2020,311,4,TUF297,Control,Con,0,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,67.58241758
Marianna,2020,311,4,TUF297,Control,Con,0,14,8/7/2020,73,0,0,5,5,5,5,5,5,0,0.357142857,0,100
Marianna,2020,311,4,TUF297,Control,Con,0,14,8/21/2020,87,0,0,5,10,5,5,10,5,0,0.357142857,0,100
Marianna,2020,311,1,TUF297,Control,Con,0,14,9/4/2020,101,0,0,0,10,0,0,10,0,0,0,0,100
Marianna,2020,311,1,TUF297,Control,Con,0,45,10/19/2020,146,5,5,0,10,0,5,15,5,5,0,0.111111111,100
Marianna,2020,312,1,TUF297,Scl-MA22,Scl,MA22,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,46.15384615
Marianna,2020,312,1,TUF297,Scl-MA22,Scl,MA22,15,7/24/2020,59,0,0,10,10,10,10,10,10,0,0.666666667,0,85.71428571
Marianna,2020,312,1,TUF297,Scl-MA22,Scl,MA22,14,8/7/2020,73,5,5,15,25,15,15,25,15,5,1.071428571,0.357142857,100
Marianna,2020,312,1,TUF297,Scl-MA22,Scl,MA22,14,8/21/2020,87,20,25,45,50,25,25,50,45,25,1.785714286,1.428571429,100
Marianna,2020,312,1,TUF297,Scl-MA22,Scl,MA22,14,9/4/2020,101,50,75,25,70,20,25,75,75,75,1.428571429,3.571428571,100
Marianna,2020,312,1,TUF297,Scl-MA22,Scl,MA22,45,10/19/2020,146,10,85,0,70,0,10,85,45,45,0,0.222222222,100
Marianna,2020,313,1,TUF297,Scl-JA25,Scl,JAMA225,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,46.15384615
Marianna,2020,313,1,TUF297,Scl-JA25,Scl,JAMA225,15,7/24/2020,59,0,0,5,5,5,5,5,5,0,0.333333333,0,71.97802198
Marianna,2020,313,1,TUF297,Scl-JA25,Scl,JAMA225,14,8/7/2020,73,0,0,10,15,10,10,15,10,0,0.714285714,0,100
Marianna,2020,313,1,TUF297,Scl-JA25,Scl,JAMA225,14,8/21/2020,87,15,15,15,25,10,10,25,15,15,0.714285714,1.071428571,100
Marianna,2020,313,1,TUF297,Scl-JA25,Scl,JAMA225,14,9/4/2020,101,10,25,5,25,0,5,30,25,25,0,0.714285714,100
Marianna,2020,313,1,TUF297,Scl-JA25,Scl,JAMA225,45,10/19/2020,146,5,30,0,25,0,0,30,15,15,0,0.111111111,100
Marianna,2020,314,1,TUF297,Grn-MA22,Grn,MA22,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,51.0989011
Marianna,2020,314,1,TUF297,Grn-MA22,Grn,MA22,15,7/24/2020,59,0,0,10,10,10,10,10,10,0,0.666666667,0,84.61538462
Marianna,2020,314,2,TUF297,Grn-MA22,Grn,MA22,14,8/7/2020,73,0,0,10,20,10,10,20,10,0,0.714285714,0,98
Marianna,2020,314,2,TUF297,Grn-MA22,Grn,MA22,14,8/21/2020,87,5,5,10,30,10,10,30,10,5,0.714285714,0.357142857,100
Marianna,2020,314,2,TUF297,Grn-MA22,Grn,MA22,14,9/4/2020,101,15,20,0,30,0,5,35,20,20,0,1.071428571,100
Marianna,2020,314,2,TUF297,Grn-MA22,Grn,MA22,45,10/19/2020,146,5,25,0,30,0,0,35,15,15,0,0.111111111,100
Marianna,2020,315,2,TUF297,Grn-LE48,Grn,LE48,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,43.95604396
Marianna,2020,315,2,TUF297,Grn-LE48,Grn,LE48,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,80.21978022
Marianna,2020,315,2,TUF297,Grn-LE48,Grn,LE48,14,8/7/2020,73,0,0,0,0,0,0,0,0,0,0,0,100
Marianna,2020,315,2,TUF297,Grn-LE48,Grn,LE48,14,8/21/2020,87,10,10,15,15,15,15,15,15,10,1.071428571,0.714285714,100
Marianna,2020,315,2,TUF297,Grn-LE48,Grn,LE48,14,9/4/2020,101,10,20,0,15,0,10,25,15,15,0,0.714285714,100
Marianna,2020,315,2,TUF297,Grn-LE48,Grn,LE48,45,10/19/2020,146,0,20,0,15,0,0,25,5,5,0,0,100
Marianna,2020,316,2,TUF297,Grn-JA25,Grn,JAMA225,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,41.20879121
Marianna,2020,316,2,TUF297,Grn-JA25,Grn,JAMA225,15,7/24/2020,59,0,0,20,20,20,20,20,20,0,1.333333333,0,74.72527473
Marianna,2020,316,2,TUF297,Grn-JA25,Grn,JAMA225,14,8/7/2020,73,0,0,25,35,15,15,35,25,0,1.071428571,0,97
Marianna,2020,316,2,TUF297,Grn-JA25,Grn,JAMA225,14,8/21/2020,87,20,20,40,55,20,20,55,40,20,1.428571429,1.428571429,100
Marianna,2020,316,2,TUF297,Grn-JA25,Grn,JAMA225,14,9/4/2020,101,35,55,0,55,0,20,75,50,50,0,2.5,100
Marianna,2020,316,2,TUF297,Grn-JA25,Grn,JAMA225,45,10/19/2020,146,0,55,0,55,0,0,75,5,5,0,0,100
Marianna,2020,401,3,TUF297,Scl-LE48,Scl,LE48,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,41.20879121
Marianna,2020,401,3,TUF297,Scl-LE48,Scl,LE48,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,74.17582418
Marianna,2020,401,3,TUF297,Scl-LE48,Scl,LE48,14,8/7/2020,73,0,0,15,15,15,15,15,15,0,1.071428571,0,97
Marianna,2020,401,3,TUF297,Scl-LE48,Scl,LE48,14,8/21/2020,87,0,0,20,25,10,10,25,20,0,0.714285714,0,100
Marianna,2020,401,3,TUF297,Scl-LE48,Scl,LE48,14,9/4/2020,101,0,0,0,25,0,0,25,0,0,0,0,100
Marianna,2020,401,3,TUF297,Scl-LE48,Scl,LE48,45,10/19/2020,146,15,15,0,25,0,15,40,15,15,0,0.333333333,100
Marianna,2020,402,3,TUF297,Grn-JA25,Grn,JAMA225,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,54.94505495
Marianna,2020,402,3,TUF297,Grn-JA25,Grn,JAMA225,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,82.41758242
Marianna,2020,402,3,TUF297,Grn-JA25,Grn,JAMA225,14,8/7/2020,73,0,0,10,10,10,10,10,10,0,0.714285714,0,98
Marianna,2020,402,3,TUF297,Grn-JA25,Grn,JAMA225,14,8/21/2020,87,15,15,35,45,35,35,45,35,15,2.5,1.071428571,100
Marianna,2020,402,3,TUF297,Grn-JA25,Grn,JAMA225,14,9/4/2020,101,10,25,0,45,0,0,45,15,15,0,0.714285714,100
Marianna,2020,402,3,TUF297,Grn-JA25,Grn,JAMA225,45,10/19/2020,146,15,40,0,45,0,15,60,20,20,0,0.333333333,100
Marianna,2020,403,3,TUF297,Cont-Grn,G_c,0,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,46.7032967
Marianna,2020,403,3,TUF297,Cont-Grn,G_c,0,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,75.82417582
Marianna,2020,403,3,TUF297,Cont-Grn,G_c,0,14,8/7/2020,73,0,0,0,0,0,0,0,0,0,0,0,100
Marianna,2020,403,3,TUF297,Cont-Grn,G_c,0,14,8/21/2020,87,0,0,20,20,20,20,20,20,0,1.428571429,0,100
Marianna,2020,403,4,TUF297,Cont-Grn,G_c,0,14,9/4/2020,101,20,20,0,20,0,10,30,20,20,0,1.428571429,100
Marianna,2020,403,4,TUF297,Cont-Grn,G_c,0,45,10/19/2020,146,5,25,0,20,0,5,35,10,10,0,0.111111111,100
Marianna,2020,404,4,TUF297,Scl-MA22,Scl,MA22,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,47.8021978
Marianna,2020,404,4,TUF297,Scl-MA22,Scl,MA22,15,7/24/2020,59,0,0,5,5,5,5,5,5,0,0.333333333,0,74.72527473
Marianna,2020,404,4,TUF297,Scl-MA22,Scl,MA22,14,8/7/2020,73,0,0,0,5,0,0,5,0,0,0,0,98
Marianna,2020,404,4,TUF297,Scl-MA22,Scl,MA22,14,8/21/2020,87,5,5,5,10,5,5,10,5,5,0.357142857,0.357142857,100
Marianna,2020,404,4,TUF297,Scl-MA22,Scl,MA22,14,9/4/2020,101,5,10,5,10,0,0,10,10,10,0,0.357142857,100
Marianna,2020,404,4,TUF297,Scl-MA22,Scl,MA22,45,10/19/2020,146,5,15,0,10,0,5,15,5,5,0,0.111111111,100
Marianna,2020,405,4,TUF297,Control,Con,0,44,7/9/2020,44,0,0,5,5,5,5,5,5,0,0.113636364,0,49.45054945
Marianna,2020,405,4,TUF297,Control,Con,0,15,7/24/2020,59,0,0,25,30,25,25,30,25,0,1.666666667,0,80.76923077
